Tarih,M3
2006-02-28,2.204707994809829
2006-03-31,2.7111745125338205
2006-04-30,1.3239221119255795
2006-05-31,9.30819968114136
2006-06-30,-0.2886175209391162
2006-07-31,-2.9225893303527872
2006-08-31,1.3866443633828718
2006-09-30,1.801601444616674
2006-10-31,1.274957455527037
2006-11-30,2.258126146667405
2006-12-31,2.577007558934463
2007-01-31,1.0222949356707867
2007-02-28,-1.0342029374270867
2007-03-31,0.9022742832548003
2007-04-30,1.015832247290982
2007-05-31,2.532630870472108
2007-06-30,2.475889016100541
2007-07-31,0.9643957894186039
2007-08-31,2.138408957566007
2007-09-30,-1.3823611634527722
2007-10-31,1.2556875542069967
2007-11-30,1.302966474575884
2007-12-31,2.390074653896712
2008-01-31,0.9813842724067046
2008-02-29,1.4993080985737928
2008-03-31,4.7545505994160076
2008-04-30,2.975379100957576
2008-05-31,-1.4507108327638463
2008-06-30,2.084222447313233
2008-07-31,1.5538077850933307
2008-08-31,0.2330459398533824
2008-09-30,4.585357158158554
2008-10-31,4.86955222218346
2008-11-30,2.2525716653137184
2008-12-31,1.9130861643344321
2009-01-31,-0.049056719422801986
2009-02-28,2.088841074099812
2009-03-31,0.5393598691731061
2009-04-30,0.23001412064769244
2009-05-31,0.8665877293396962
2009-06-30,1.2360058201874358
2009-07-31,0.503352316241612
2009-08-31,1.1306469652822448
2009-09-30,2.0935690087235725
2009-10-31,0.7731840398013334
2009-11-30,2.3545646115743946
2009-12-31,1.699624020348156
2010-01-31,-0.3175150450162145
2010-02-28,1.8319276173281551
2010-03-31,0.9693542299388236
2010-04-30,-0.03533894877165711
2010-05-31,1.6094021138437498
2010-06-30,2.804820478413972
2010-07-31,-0.07898021097334507
2010-08-31,1.0220927097977617
2010-09-30,1.8002407959192945
2010-10-31,0.864777301181241
2010-11-30,1.4520552433535894
2010-12-31,4.679573222970523
2011-01-31,-0.4089996796091899
2011-02-28,3.228899860655088
2011-03-31,1.642253977639485
2011-04-30,0.7384144917157442
2011-05-31,2.450559347619752
2011-06-30,2.1899391116094957
2011-07-31,1.1209351287009284
2011-08-31,1.623406012833306
2011-09-30,0.6114379464088993
2011-10-31,-0.5713548910312283
2011-11-30,0.872867238641728
2011-12-31,1.7139592639150658
2012-01-31,-1.467114557827831
2012-02-29,0.2531954202438458
2012-03-31,1.231409996849342
2012-04-30,0.9879771962064465
2012-05-31,1.3337140523450586
2012-06-30,1.3546584237782877
2012-07-31,0.9072693394027276
2012-08-31,1.5344879314353355
2012-09-30,1.5787030261620094
2012-10-31,1.8189179366395969
2012-11-30,0.15079159302349154
2012-12-31,5.451039514409506
2013-01-31,0.18503603165449523
2013-02-28,0.1580279751733693
2013-03-31,1.2058787064388232
2013-04-30,0.952208004866284
2013-05-31,2.6237745515456323
2013-06-30,1.1967456963035028
2013-07-31,2.3784530938511628
2013-08-31,2.504958920277356
2013-09-30,1.9024619574038892
2013-10-31,0.5073620437581194
2013-11-30,0.8882492991443502
2013-12-31,3.413428261181495
2014-01-31,1.958423432064138
2014-02-28,0.22959893315994684
2014-03-31,0.7301955931369619
2014-04-30,-0.09346805603828168
2014-05-31,-0.5050487861611441
2014-06-30,2.7174312335570106
2014-07-31,1.227805519803682
2014-08-31,0.2846818673935436
2014-09-30,2.3566613460324515
2014-10-31,0.8569767857547594
2014-11-30,0.1691665120949981
2014-12-31,3.05755781387147
2015-01-31,0.742843432117013
2015-02-28,2.4763455233786313
2015-03-31,2.5802866273970215
2015-04-30,2.6908338142643595
2015-05-31,0.7943645044966363
2015-06-30,1.6812246411874954
2015-07-31,1.9799915213364994
2015-08-31,2.349587095072847
2015-09-30,3.2989397860541336
2015-10-31,-1.5934331692954662
2015-11-30,-0.09634978760125756
2015-12-31,1.2645329733650623
2016-01-31,1.0012493229512254
2016-02-29,0.8411136457926016
2016-03-31,1.24817856873507
2016-04-30,0.35176239788070607
2016-05-31,1.9252680723965465
2016-06-30,1.1255150377007528
2016-07-31,1.464908845829016
2016-08-31,0.040712961540778636
2016-09-30,1.0436330950548411
2016-10-31,1.691192872245062
2016-11-30,3.4258452989966326
2016-12-31,2.338022271724083
2017-01-31,1.9287061793343607
2017-02-28,-2.230145024763286
2017-03-31,1.793366146104458
2017-04-30,1.853581260077597
2017-05-31,1.3226524120138583
2017-06-30,1.1757273683321134
2017-07-31,0.7424747122120712
2017-08-31,1.5950550967771093
2017-09-30,1.4463637267743579
2017-10-31,2.968459292681702
2017-11-30,2.1491329291408956
2017-12-31,-0.1142964473748398
2018-01-31,-0.2871383588869847
2018-02-28,1.0277485966591282
2018-03-31,2.8699561775519022
2018-04-30,2.5741962857813494
2018-05-31,5.732386470536643
2018-06-30,1.4553000861162513
2018-07-31,2.8528345732423244
2018-08-31,9.84665741714037
2018-09-30,-2.8111878706834847
2018-10-31,-2.4716871503635884
2018-11-30,-3.496175042266303
2018-12-31,2.7668509007780617
2019-01-31,1.0368300551782728
2019-02-28,1.1905884642513076
2019-03-31,5.317649251049628
2019-04-30,3.8763288557203124
2019-05-31,1.1286188450025936
2019-06-30,-0.46945735509228426
2019-07-31,0.6668802604078872
2019-08-31,4.54883751595796
2019-09-30,1.1410658768230775
2019-10-31,2.2785361776648694
2019-11-30,1.469022431543987
2019-12-31,4.075378999593604
2020-01-31,0.9498996012951455
2020-02-29,2.8748718176537125
2020-03-31,4.1640949141252825
2020-04-30,8.824872586002597
2020-05-31,0.5627325356575286
2020-06-30,2.882458276050026
2020-07-31,3.7381337656909652
2020-08-31,1.3680928455501284
2020-09-30,2.0694304601857727
2020-10-31,3.1626759439301155
2020-11-30,-0.837471495158737
2020-12-31,0.3802099952696647
2021-01-31,-0.07492257316440432
2021-02-28,-1.0099334212399613
2021-03-31,5.23875760137118
2021-04-30,1.4796095147010968
2021-05-31,3.645202888589094
2021-06-30,2.4041892507764784
2021-07-31,1.2326118670141106
2021-08-31,0.16365655521459743
2021-09-30,3.9279211869373665
2021-10-31,5.381446072646279
2021-11-30,13.772431811574393
2021-12-31,-2.2358714033204885
2022-01-31,3.3156353902056734
2022-02-28,3.9166983261565314
2022-03-31,5.431618852400555
2022-04-30,3.1750941061078786
2022-05-31,6.528916582927247
2022-06-30,6.082889914265821
2022-07-31,7.7798637204367305
2022-08-31,4.190805284591836
2022-09-30,2.7710893323405372
2022-10-31,3.7969037422366902
2022-11-30,2.6264018718812343
2022-12-31,3.755768691475647
2023-01-31,2.5530068903544922
2023-02-28,2.5432107200444642
2023-03-31,3.3598827525612496
2023-04-30,4.796282276465003
2023-05-31,-1.142442907932617
2023-06-30,13.981312082167353
2023-07-31,5.968276312335807
2023-08-31,4.845312683687841
2023-09-30,3.0323399662872452
2023-10-31,3.374056930203584
2023-11-30,2.4642583000709095
2023-12-31,4.417845701307321
2024-01-31,1.1199514455266568
2024-02-29,2.359600066099654
2024-03-31,2.6878347738667596
2024-04-30,2.405048226214901
2024-05-31,3.570039220801857
2024-06-30,3.080661541282259
2024-07-31,3.027771631081433
2024-08-31,3.9661102226355105
2024-09-30,1.7727
