,NN_3,NN_6,NN_11,NN_10,NN_12,Ortalama,Max,Min
2016-07-31,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775
2016-08-31,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427
2016-09-30,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175
2016-10-31,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548
2016-11-30,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404
2016-12-31,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695
2017-01-31,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155
2017-02-28,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182
2017-03-31,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015
2017-04-30,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969
2017-05-31,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815
2017-06-30,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137
2017-07-31,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717
2017-08-31,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764
2017-09-30,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133
2017-10-31,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846
2017-11-30,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217
2017-12-31,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873
2018-01-31,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923
2018-02-28,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342
2018-03-31,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696
2018-04-30,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466
2018-05-31,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528
2018-06-30,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386
2018-07-31,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544
2018-08-31,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124
2018-09-30,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346
2018-10-31,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718
2018-11-30,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692
2018-12-31,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174
2019-01-31,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863
2019-02-28,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544
2019-03-31,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007
2019-04-30,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085
2019-05-31,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261
2019-06-30,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942
2019-07-31,16.646726579672233,16.646726579672233,16.646726579672233,16.646726579672233,16.646726579672233,16.64672657967221,16.646726579672233,16.646726579672233
2019-08-31,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028
2019-09-30,9.262102138982709,9.262102138982709,9.262102138982709,9.262102138982709,9.262102138982709,9.26210213898273,9.262102138982709,9.262102138982709
2019-10-31,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292
2019-11-30,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508
2019-12-31,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644
2020-01-31,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939
2020-02-29,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702
2020-03-31,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881
2020-04-30,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253
2020-05-31,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593
2020-06-30,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852
2020-07-31,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686801,11.764144642686759,11.764144642686759
2020-08-31,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046
2020-09-30,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271607,11.748313975271628,11.748313975271628
2020-10-31,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557
2020-11-30,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281883,14.026300743281862,14.026300743281862
2020-12-31,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732144,14.599318955732121,14.599318955732121
2021-01-31,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365
2021-02-28,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007
2021-03-31,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915906,16.190243685915927,16.190243685915927
2021-04-30,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152
2021-05-31,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255
2021-06-30,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813
2021-07-31,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335304,18.951681748335325,18.951681748335325
2021-08-31,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607
2021-09-30,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566
2021-10-31,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876
2021-11-30,21.31252757832245,21.31252757832245,21.31252757832245,21.31252757832245,21.31252757832245,21.312527578322428,21.31252757832245,21.31252757832245
2021-12-31,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164
2022-01-31,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571
2022-02-28,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605
2022-03-31,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896
2022-04-30,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628
2022-05-31,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626
2022-06-30,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919
2022-07-31,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716
2022-08-31,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504
2022-09-30,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727
2022-10-31,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087
2022-11-30,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872
2022-12-31,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876
2023-01-31,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534
2023-02-28,55.179828234970564,55.179828234970564,55.179828234970564,55.179828234970564,55.179828234970564,55.179828234970564,55.179828234970564,55.179828234970564
2023-03-31,50.50851073917786,50.50851073917786,50.50851073917786,50.50851073917786,50.50851073917786,50.50851073917786,50.50851073917786,50.50851073917786
2023-04-30,43.68416980735861,43.68416980735861,43.68416980735861,43.68416980735861,43.68416980735861,43.68416980735861,43.68416980735861,43.68416980735861
2023-05-31,39.5853009358633,39.5853009358633,39.5853009358633,39.5853009358633,39.5853009358633,39.5853009358633,39.5853009358633,39.5853009358633
2023-06-30,38.21351876469987,38.21351876469987,38.21351876469987,38.21351876469987,38.21351876469987,38.21351876469987,38.21351876469987,38.21351876469987
2023-07-31,47.83173331468586,47.83173331468586,47.83173331468586,47.83173331468586,47.83173331468586,47.83173331468586,47.83173331468586,47.83173331468586
2023-08-31,58.943533697632056,58.943533697632056,58.943533697632056,58.943533697632056,58.943533697632056,58.943533697632056,58.943533697632056,58.943533697632056
2023-09-30,61.52986464671548,61.52986464671548,61.52986464671548,61.52986464671548,61.52986464671548,61.5298646467155,61.52986464671548,61.52986464671548
2023-10-31,61.35701107011069,61.35701107011069,61.35701107011069,61.35701107011069,61.35701107011069,61.35701107011069,61.35701107011069,61.35701107011069
2023-11-30,61.980166059932216,61.980166059932216,61.980166059932216,61.980166059932216,61.980166059932216,61.980166059932216,61.980166059932216,61.980166059932216
2023-12-31,64.77291860516638,64.77291860516638,64.77291860516638,64.77291860516638,64.77291860516638,64.77291860516641,64.77291860516638,64.77291860516638
2024-01-31,64.85691494665468,64.85691494665468,64.85691494665468,64.85691494665468,64.85691494665468,64.85691494665468,64.85691494665468,64.85691494665468
2024-02-29,67.0691919151233,67.0691919151233,67.0691919151233,67.0691919151233,67.0691919151233,67.0691919151233,67.0691919151233,67.0691919151233
2024-03-31,68.49537310494189,68.49537310494189,68.49537310494189,68.49537310494189,68.49537310494189,68.49537310494189,68.49537310494189,68.49537310494189
2024-04-30,69.80246761638105,69.80246761638105,69.80246761638105,69.80246761638105,69.80246761638105,69.80246761638105,69.80246761638105,69.80246761638105
2024-05-31,75.44594802398893,75.44594802398893,75.44594802398893,75.44594802398893,75.44594802398893,75.44594802398893,75.44594802398893,75.44594802398893
2024-06-30,71.59715594226061,71.59715594226061,71.59715594226061,71.59715594226061,71.59715594226061,71.59715594226061,71.59715594226061,71.59715594226061
2024-07-31,61.78100335171371,61.78100335171371,61.78100335171371,61.78100335171371,61.78100335171371,61.78100335171371,61.78100335171371,61.78100335171371
2024-08-31,52.353570875482426,52.353570875482426,52.353570875482426,52.353570875482426,52.353570875482426,52.353570875482426,52.353570875482426,52.353570875482404
2024-09-30,48.57312711944963,48.16251862986298,48.06444574289077,48.57542196019584,48.79107942860188,48.433318576200215,49.3837586791751,47.76777875609908
2024-10-31,46.73786897870487,45.92071236365125,45.728211980253896,46.73355557661656,47.17423027464116,46.45891583477355,48.364132452025665,45.13644914738304
2024-11-30,45.54358842990953,44.507127458695074,44.22682304881509,45.60029709534845,46.150838805557306,45.20573496766509,48.6233039657376,43.265624649227405
2024-12-31,44.62787719177026,43.3917196923056,43.0201091244679,44.83449712058436,45.43939521464813,44.26271966875526,49.221583297111216,41.67515910934363
2025-01-31,40.681890130266105,38.034955327926646,37.7468502269422,39.91347086955166,41.29276438942995,39.53398618882331,42.89034359536339,35.19386745463966
2025-02-28,37.45392994116585,34.60455747895459,34.23203608767038,36.7401479770433,38.224198593269755,36.25097401562076,40.54344251635904,32.12820994607861
2025-03-31,36.05093916095261,32.932603234699044,32.47039958397042,35.280789528575255,36.912518965653554,34.72945009477017,39.910167777374106,30.74059626364083
2025-04-30,34.762790229629424,31.38541847221983,30.835955549870352,33.90085025167593,35.68991323881177,33.314985548441456,39.4442953240723,28.894302877035916
2025-05-31,33.11178484561006,29.481768381280872,28.846187619097098,32.16547759926232,34.08806047435695,31.538655783921456,38.54384185700985,26.69755286874642
2025-06-30,33.63523607037315,29.67481193361403,28.943386561235982,32.58630812041328,34.677225188578696,31.90339357484302,39.83181925432031,26.5506242936971
2025-07-31,32.102924826382086,27.865170452184817,27.050222345010866,30.929646609951277,33.16831986722659,30.22325682015112,38.93722776225712,24.44292797228269
2025-08-31,31.020168792835022,26.531969789227272,25.627071319967285,29.794723907305865,32.128289511378405,29.020444664142797,38.5741708633498,22.794558143797296
2025-09-30,30.27406878964831,25.837627377747996,24.91609784861033,29.088009735455888,31.290282714531536,28.28576184775733,37.710872955528906,22.103104703361986
2025-10-31,29.114617115123597,24.70197057754937,23.758662307257627,28.076142709717168,30.06540139532956,27.152485505909407,36.29089970010608,20.98606873195006
2025-11-30,27.67168780034115,23.240299296974044,22.274257621283766,26.796568408827937,28.577581857444745,25.724324084952464,34.36967949916308,19.56875856119913
2025-12-31,26.8805429294366,22.454949799443845,21.470803260894257,25.990057570964908,27.651291811808964,24.904743889541535,33.25418884153626,18.79943062473326
2026-01-31,25.972718982187693,21.854272710520096,20.845349659174172,25.222943335485493,26.729703414131233,24.14848125172153,32.35775476000473,19.49916406165435
